"time","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","c_jail_in","c_jail_out"
"7317",30,"F","Caucasian","25 - 45","Low","Male",1,-1,1,1,"2014-02-24 06:45:36","2014-02-25 10:30:17"
"7318",33,"M","African-American","25 - 45","Low","Female",3,0,4,1,"2013-02-09 12:46:54","2013-02-14 09:32:10"
"7319",21,"F","Hispanic","Less than 25","Low","Male",0,0,3,0,"2014-07-15 05:11:58","2014-07-15 08:47:57"
"7320",24,"F","African-American","Less than 25","Medium","Male",3,0,7,0,"2013-09-22 05:19:47","2013-12-24 10:49:05"
"7321",52,"M","Hispanic","Greater than 45","Low","Female",0,-1,1,1,"2013-01-31 11:06:22","2013-02-01 09:42:04"
"7322",30,"F","African-American","25 - 45","Medium","Female",11,0,7,1,"2013-12-01 06:16:04","2013-12-07 07:29:42"
"7323",30,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,"2013-05-14 09:22:05","2013-05-15 01:21:03"
"7324",44,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,"2014-12-30 05:48:12","2014-12-31 07:19:54"
"7325",47,"F","African-American","Greater than 45","Low","Male",13,0,2,1,"2014-11-02 01:23:14","2014-11-02 09:19:17"
"7326",41,"M","African-American","25 - 45","High","Male",9,-1,9,0,"2013-02-13 05:10:15","2013-02-15 05:30:02"
"7327",21,"F","Hispanic","Less than 25","High","Male",4,-1,10,1,"2013-09-27 07:57:09","2013-09-28 01:40:07"
"7328",48,"F","Caucasian","Greater than 45","Low","Male",6,-26,2,0,"2013-11-07 12:05:05","2013-11-13 09:53:57"
"7329",38,"M","Caucasian","25 - 45","Low","Female",0,-2,1,0,"2014-10-13 11:49:15","2014-10-14 07:48:02"
"7330",52,"F","African-American","Greater than 45","High","Male",2,-1,9,1,"2014-04-10 04:35:30","2014-05-13 07:57:56"
"7331",34,"M","African-American","25 - 45","Low","Female",1,-1,1,0,"2013-02-17 07:32:38","2013-02-18 08:01:59"
"7332",31,"F","Caucasian","25 - 45","Low","Female",0,-1,2,0,"2014-10-09 03:25:14","2014-10-12 08:35:54"
"7333",24,"M","Caucasian","Less than 25","Low","Male",0,-1,2,0,"2014-10-16 02:20:52","2014-10-17 04:06:50"
"7334",35,"F","African-American","25 - 45","Low","Female",8,0,4,0,"2014-05-14 03:57:26","2014-05-15 03:36:03"
"7335",35,"F","Caucasian","25 - 45","Low","Male",0,-1,3,1,"2014-06-09 07:07:51","2014-06-10 09:49:21"
"7336",25,"F","Other","25 - 45","Low","Male",1,-1,4,1,"2014-09-13 10:33:59","2014-09-15 03:24:26"
"7337",21,"M","African-American","Less than 25","Low","Male",0,-1,3,0,"2014-12-16 04:17:41","2014-12-17 01:43:17"
"7338",24,"F","African-American","Less than 25","Low","Male",1,-1,2,1,"2014-08-05 08:19:29","2014-08-06 02:25:33"
"7339",33,"F","Caucasian","25 - 45","Low","Male",1,-1,4,0,"2014-06-16 04:33:16","2014-08-01 09:39:48"
"7340",25,"M","African-American","25 - 45","Low","Male",1,0,2,0,"2013-12-18 02:16:46","2013-12-18 08:23:35"
"7341",34,"F","African-American","25 - 45","High","Male",20,-1,9,1,"2014-10-30 08:24:02","2014-11-26 03:56:23"
"7342",25,"F","African-American","25 - 45","Low","Male",2,-1,4,1,"2013-02-24 04:07:52","2013-02-25 02:08:18"
"7343",24,"F","Hispanic","Less than 25","Medium","Male",4,-1,6,1,"2013-03-22 09:58:54","2013-03-23 07:46:12"
"7344",22,"F","African-American","Less than 25","High","Male",5,-1,10,0,"2013-10-30 07:02:35","2013-10-31 01:44:21"
"7345",56,"F","Caucasian","Greater than 45","Low","Male",6,-1,1,0,"2013-05-07 09:00:57","2013-05-08 06:44:34"
"7346",34,"F","African-American","25 - 45","High","Male",5,-1,8,0,"2014-12-29 07:05:08","2015-05-12 02:32:04"
"7347",23,"F","African-American","Less than 25","Low","Male",0,0,4,0,"2013-04-03 02:54:54","2013-04-03 09:43:32"
"7348",21,"M","Caucasian","Less than 25","Low","Male",0,-1,4,0,"2014-01-08 10:11:04","2014-01-09 12:48:56"
"7349",66,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-08-18 08:34:53","2013-08-20 07:37:33"
"7350",34,"F","African-American","25 - 45","Low","Female",0,-1,2,0,"2014-05-11 07:48:00","2014-05-12 01:10:14"
"7351",31,"F","African-American","25 - 45","High","Male",13,-1,9,0,"2013-04-10 07:34:19","2014-01-09 06:24:22"
"7352",28,"M","African-American","25 - 45","Medium","Male",7,-1,7,0,"2013-03-20 06:48:40","2013-03-21 01:37:15"
"7353",29,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,"2013-12-24 04:19:53","2013-12-24 01:22:49"
"7354",22,"F","Caucasian","Less than 25","Medium","Male",3,0,7,1,"2014-01-15 02:46:58","2014-01-17 10:00:33"
"7355",33,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,"2014-11-20 08:50:52","2014-11-22 02:26:50"
"7356",39,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2014-01-05 05:46:37","2014-01-06 08:24:58"
"7357",33,"M","African-American","25 - 45","High","Male",9,-1,8,1,"2014-04-18 07:56:19","2014-04-19 08:57:19"
"7358",29,"F","Caucasian","25 - 45","Low","Male",2,-1,1,1,"2013-08-20 12:16:57","2013-08-21 07:52:14"
"7359",31,"F","Caucasian","25 - 45","Low","Male",1,-1,2,0,"2013-03-27 02:03:43","2013-03-28 07:56:52"
"7360",49,"F","African-American","Greater than 45","Medium","Female",7,-27,6,0,"2014-05-15 12:29:57","2014-05-19 10:46:35"
"7361",22,"M","African-American","Less than 25","High","Male",0,-1,8,0,"2013-02-16 11:06:26","2013-04-11 08:20:14"
"7362",22,"M","Caucasian","Less than 25","Medium","Female",0,-1,5,0,"2013-10-24 03:53:21","2013-10-25 02:25:57"
"7363",35,"F","Caucasian","25 - 45","Low","Male",3,0,4,0,"2013-09-25 01:21:21","2013-09-26 04:17:22"
"7364",29,"F","Caucasian","25 - 45","Low","Male",3,-1,4,1,"2014-02-07 04:26:22","2014-02-08 09:08:33"
"7365",56,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,1,"2013-01-17 10:28:39","2013-01-18 08:29:47"
"7366",34,"F","African-American","25 - 45","Low","Female",0,-1,1,0,"2014-01-25 09:03:48","2014-01-26 06:20:03"
"7367",23,"F","African-American","Less than 25","Low","Male",1,-1,4,1,"2014-02-13 08:55:13","2014-02-17 01:33:31"
"7368",27,"F","African-American","25 - 45","Medium","Male",1,0,5,1,"2014-11-16 12:33:35","2014-11-17 08:08:43"
"7369",43,"F","Caucasian","25 - 45","Low","Male",2,-1,1,0,"2013-09-13 09:19:12","2013-09-14 07:13:34"
"7370",38,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2013-01-07 10:25:39","2013-01-08 09:34:17"
"7371",39,"F","Caucasian","25 - 45","Low","Male",3,-1,3,0,"2013-03-10 07:57:29","2013-03-11 03:27:21"
"7372",24,"F","African-American","Less than 25","Low","Male",1,-1,3,1,"2014-09-13 10:26:43","2014-09-14 01:26:14"
"7373",26,"M","African-American","25 - 45","Low","Male",2,0,3,0,"2013-04-29 12:50:46","2013-04-29 09:25:26"
"7374",55,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,"2014-01-23 09:15:43","2014-01-25 02:22:49"
"7375",35,"F","African-American","25 - 45","Medium","Male",1,-1,6,1,"2013-09-13 08:50:06","2013-09-14 07:04:11"
"7376",61,"F","African-American","Greater than 45","Medium","Male",25,-1,7,0,"2013-03-25 01:22:14","2013-03-26 07:28:22"
"7377",33,"M","Other","25 - 45","Low","Male",0,-1,1,0,"2013-03-11 12:27:40","2013-03-22 09:48:08"
"7378",62,"M","Other","Greater than 45","Low","Male",1,-1,1,0,"2014-05-05 10:08:48","2014-05-06 08:45:07"
"7379",22,"F","Caucasian","Less than 25","Low","Male",1,-1,4,0,"2014-04-08 01:01:01","2014-04-10 04:13:56"
"7380",40,"F","Caucasian","25 - 45","Medium","Male",4,0,7,0,"2013-09-27 01:04:37","2013-09-28 04:31:01"
"7381",33,"F","African-American","25 - 45","Low","Male",3,0,2,0,"2013-04-11 01:37:03","2013-04-11 07:46:59"
"7382",26,"F","Caucasian","25 - 45","Medium","Male",0,-1,6,1,"2014-11-06 06:10:20","2014-11-07 08:40:38"
"7383",32,"F","Caucasian","25 - 45","High","Male",15,0,9,1,"2014-02-03 12:37:00","2014-05-05 11:08:06"
"7384",28,"F","African-American","25 - 45","Low","Male",0,-1,2,0,"2014-02-10 04:55:34","2014-02-11 01:42:01"
"7385",45,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-01-04 05:56:18","2013-01-05 07:57:29"
"7386",30,"F","Caucasian","25 - 45","High","Male",0,-1,9,1,"2014-12-08 08:31:50","2015-01-14 10:55:38"
"7387",57,"F","Caucasian","Greater than 45","Low","Female",4,-1,2,0,"2013-03-14 11:21:16","2013-11-27 06:50:42"
"7388",26,"F","African-American","25 - 45","Medium","Male",3,-1,7,1,"2013-09-28 06:05:10","2013-11-14 08:19:34"
"7389",35,"F","African-American","25 - 45","High","Male",1,-1,8,0,"2013-09-05 12:59:53","2013-09-06 01:34:22"
"7390",25,"F","Caucasian","25 - 45","Low","Male",0,-1,3,0,"2014-11-15 07:47:38","2014-11-16 01:27:54"
"7391",54,"F","Hispanic","Greater than 45","Low","Male",0,0,1,0,"2013-04-07 03:17:08","2013-04-09 07:14:08"
"7392",38,"F","Hispanic","25 - 45","Low","Male",0,-1,2,0,"2014-08-25 04:41:52","2014-08-26 01:21:18"
"7393",29,"F","African-American","25 - 45","Medium","Female",0,-1,5,0,"2014-02-25 10:19:07","2014-02-28 09:41:33"
"7394",40,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,"2013-12-18 07:23:28","2013-12-19 09:39:49"
"7395",28,"F","Caucasian","25 - 45","Low","Male",1,-1,2,1,"2013-01-15 01:11:23","2013-01-16 06:39:53"
"7396",25,"M","African-American","25 - 45","Low","Female",0,-1,2,0,"2013-05-10 09:11:37","2013-05-11 07:06:19"
"7397",44,"M","African-American","25 - 45","Medium","Male",3,-1,6,0,"2013-05-15 09:10:58","2013-05-18 05:34:59"
"7398",23,"F","Caucasian","Less than 25","Low","Male",4,-1,4,1,"2013-05-05 09:33:56","2013-05-06 08:00:17"
"7399",24,"F","African-American","Less than 25","Low","Female",2,0,4,0,"2014-12-17 02:23:59","2014-12-24 08:52:20"
"7400",29,"F","African-American","25 - 45","Low","Male",0,-1,2,0,"2013-10-18 10:11:46","2013-12-30 06:13:11"
"7401",56,"M","Caucasian","Greater than 45","Low","Male",0,-4,1,0,"2013-08-15 04:33:21","2013-08-15 09:09:29"
"7402",27,"M","African-American","25 - 45","Low","Female",0,-1,3,0,"2014-01-23 08:08:50","2014-01-24 10:07:59"
"7403",47,"F","Asian","Greater than 45","Low","Male",2,-1,1,0,"2014-04-14 09:35:29","2015-01-17 09:11:13"
"7404",29,"M","Caucasian","25 - 45","Medium","Female",0,-1,7,0,"2013-03-03 09:50:11","2013-03-04 08:09:45"
"7405",34,"M","Caucasian","25 - 45","Low","Female",4,-1,4,0,"2013-11-11 07:15:49","2013-11-12 01:43:06"
"7406",47,"F","African-American","Greater than 45","Low","Male",1,-5,1,0,"2014-05-09 11:12:52","2014-05-14 10:50:07"
"7407",22,"F","African-American","Less than 25","Medium","Female",0,0,7,0,"2013-01-15 12:42:27","2013-01-15 02:11:49"
"7408",40,"F","Caucasian","25 - 45","Low","Male",5,7,1,1,"2013-08-21 12:30:21","2013-08-22 03:44:49"
"7409",31,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2014-03-21 11:14:06","2014-03-24 04:48:24"
"7410",47,"F","African-American","Greater than 45","Low","Male",3,-1,2,0,"2014-01-04 11:28:11","2014-01-06 11:05:06"
"7411",24,"F","African-American","Less than 25","Medium","Male",8,-1,7,1,"2013-08-18 07:10:12","2013-10-07 01:43:10"
"7412",21,"M","Hispanic","Less than 25","Low","Male",0,0,3,0,"2014-10-26 02:56:41","2014-11-13 10:02:45"
"7413",39,"F","African-American","25 - 45","High","Male",4,-1,9,0,"2013-08-09 07:48:19","2013-12-06 04:19:37"
"7414",29,"F","African-American","25 - 45","Medium","Male",10,0,6,1,"2013-08-18 12:03:54","2013-08-19 07:36:27"
"7415",30,"F","Hispanic","25 - 45","Low","Male",2,-1,2,0,"2013-09-05 07:52:06","2013-09-11 08:03:44"
"7416",26,"F","African-American","25 - 45","High","Female",4,-1,9,1,"2014-10-24 11:09:09","2014-10-25 06:29:59"
"7417",61,"M","African-American","Greater than 45","High","Male",2,0,8,0,"2013-10-11 12:18:27","2013-10-12 05:32:14"
"7418",37,"M","Hispanic","25 - 45","Low","Male",3,0,4,0,"2013-10-18 02:04:41","2013-10-18 07:46:06"
"7419",38,"F","Other","25 - 45","Low","Male",1,-1,1,1,"2014-05-16 05:12:16","2014-05-17 09:27:02"
"7420",30,"M","African-American","25 - 45","High","Male",0,-1,9,0,"2013-02-06 01:02:38","2013-02-07 07:22:44"
"7421",22,"M","Caucasian","Less than 25","Medium","Male",0,-1,7,0,"2014-12-02 08:28:41","2014-12-03 01:38:17"
"7422",20,"M","African-American","Less than 25","Medium","Male",0,-1,5,1,"2014-05-06 07:09:07","2014-05-07 06:15:42"
"7423",56,"F","African-American","Greater than 45","High","Male",22,-1,9,1,"2013-04-01 11:17:56","2013-06-11 11:34:15"
"7424",50,"F","Caucasian","Greater than 45","Low","Female",3,0,3,1,"2013-10-02 05:17:40","2013-10-02 08:17:15"
"7425",47,"F","Other","Greater than 45","Low","Male",0,-1,1,0,"2013-12-10 03:24:17","2013-12-12 03:36:20"
"7426",48,"F","Hispanic","Greater than 45","Medium","Male",2,-1,6,0,"2014-06-02 04:10:58","2014-06-03 03:05:17"
"7427",24,"F","Hispanic","Less than 25","Medium","Male",2,-1,7,0,"2014-10-16 11:47:05","2014-10-17 08:11:04"
"7428",26,"F","Hispanic","25 - 45","Medium","Male",0,0,5,0,"2014-08-13 02:18:36","2014-08-13 07:55:52"
"7429",48,"M","African-American","Greater than 45","Low","Male",2,0,1,0,"2014-07-08 03:25:07","2014-07-08 08:36:09"
"7430",30,"F","African-American","25 - 45","Medium","Male",10,18,6,1,"2013-06-03 04:48:39","2013-06-04 03:33:48"
"7431",59,"M","African-American","Greater than 45","Low","Male",1,-1,1,0,"2013-03-27 09:14:17","2013-05-29 06:13:48"
"7432",20,"F","African-American","Less than 25","High","Male",1,-1,10,1,"2014-02-22 11:34:45","2014-08-28 12:48:53"
"7433",23,"M","Caucasian","Less than 25","High","Male",4,-1,9,1,"2013-09-22 01:06:45","2013-09-24 04:25:18"
"7434",28,"F","Caucasian","25 - 45","Medium","Female",2,-3,6,1,"2014-09-30 06:37:13","2014-09-30 08:33:04"
"7435",50,"F","Hispanic","Greater than 45","High","Male",3,-1,9,1,"2013-01-19 07:35:41","2013-02-22 06:46:01"
"7436",35,"M","Caucasian","25 - 45","Medium","Male",3,0,5,1,"2014-03-09 12:45:56","2014-03-10 09:22:31"
"7437",22,"F","African-American","Less than 25","High","Male",1,0,9,1,"2013-04-06 02:15:39","2013-04-11 07:51:37"
"7438",41,"F","Hispanic","25 - 45","Low","Female",0,-1,1,0,"2014-01-30 06:22:27","2014-01-31 10:00:17"
"7439",50,"F","African-American","Greater than 45","Medium","Male",1,-1,6,0,"2014-06-30 11:38:01","2014-07-03 10:10:06"
"7440",23,"M","Caucasian","Less than 25","Medium","Female",1,0,5,0,"2014-08-01 05:30:30","2014-09-17 09:32:15"
"7441",22,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,"2013-09-10 08:06:30","2013-09-12 08:19:10"
"7442",35,"F","African-American","25 - 45","Medium","Male",11,-1,7,0,"2014-09-05 11:26:55","2014-09-06 12:52:28"
"7443",61,"F","African-American","Greater than 45","Low","Male",8,-22,2,1,"2013-06-04 07:23:25","2013-06-05 01:21:53"
"7444",26,"F","African-American","25 - 45","Low","Male",5,-1,4,0,"2013-12-06 02:33:03","2013-12-07 01:40:08"
"7445",44,"F","Caucasian","25 - 45","Medium","Male",1,0,5,0,"2014-02-07 05:14:26","2014-02-09 01:53:51"
"7446",34,"M","African-American","25 - 45","Low","Female",0,-1,1,1,"2014-02-28 07:07:16","2014-03-01 09:05:07"
"7447",29,"F","Caucasian","25 - 45","Low","Male",1,3,2,1,"2013-01-04 04:53:46","2013-01-05 04:30:35"
"7448",23,"F","African-American","Less than 25","Medium","Female",1,-17,5,0,"2014-07-15 04:41:45","2014-08-01 09:52:43"
"7449",20,"M","Caucasian","Less than 25","Low","Male",0,-1,4,0,"2014-12-04 04:04:26","2014-12-05 08:59:33"
"7450",29,"M","African-American","25 - 45","High","Male",8,-1,9,0,"2013-02-08 07:03:27","2013-02-13 09:34:57"
"7451",48,"F","African-American","Greater than 45","Low","Male",5,-1,4,1,"2013-09-11 10:49:58","2013-09-12 08:29:25"
"7452",31,"M","African-American","25 - 45","Medium","Female",0,-5,6,0,"2013-10-27 06:08:06","2013-10-31 09:28:56"
"7453",21,"F","Caucasian","Less than 25","Medium","Male",2,-10,6,0,"2014-01-24 10:45:30","2014-01-25 02:10:25"
"7454",28,"F","Hispanic","25 - 45","Medium","Male",5,0,5,0,"2013-05-14 03:55:28","2013-06-29 03:28:30"
"7455",34,"F","Caucasian","25 - 45","Medium","Male",4,-1,5,0,"2013-03-31 07:55:05","2013-04-01 03:57:54"
"7456",54,"F","African-American","Greater than 45","Medium","Male",21,-1,6,0,"2013-03-27 09:35:33","2013-03-28 08:15:31"
"7457",20,"F","Caucasian","Less than 25","High","Male",4,-1,10,0,"2013-08-06 10:51:36","2013-08-07 08:37:58"
"7458",31,"F","Caucasian","25 - 45","Low","Male",1,-1,3,1,"2014-07-03 10:01:59","2014-08-08 10:32:16"
"7459",22,"M","Caucasian","Less than 25","Low","Male",0,0,4,0,"2013-10-14 04:47:15","2013-10-15 04:13:04"
"7460",45,"F","Hispanic","Greater than 45","Medium","Male",3,0,6,0,"2013-04-13 01:37:58","2013-08-08 06:28:20"
"7461",25,"M","African-American","25 - 45","High","Male",1,-1,8,0,"2013-03-28 06:07:11","2013-08-01 07:26:50"
"7462",36,"M","African-American","25 - 45","Low","Male",6,-1,4,0,"2014-03-22 09:43:58","2014-03-23 08:40:01"
"7463",34,"F","African-American","25 - 45","Medium","Male",9,-1,7,1,"2014-06-04 09:44:20","2014-06-05 07:57:58"
"7464",27,"F","Other","25 - 45","High","Male",0,-1,9,0,"2014-09-05 04:52:09","2014-09-11 08:36:48"
"7465",36,"F","African-American","25 - 45","High","Male",12,-13,9,0,"2013-09-24 03:51:12","2013-10-03 06:36:15"
"7466",50,"M","Caucasian","Greater than 45","Low","Male",0,-1,2,0,"2014-09-24 09:28:28","2014-10-01 10:45:21"
"7467",50,"M","African-American","Greater than 45","High","Male",15,-1,8,0,"2013-12-02 07:48:03","2013-12-03 08:28:31"
"7468",47,"F","Native American","Greater than 45","High","Male",22,0,10,1,"2014-05-12 02:28:05","2014-05-15 03:47:32"
"7469",49,"M","Other","Greater than 45","Low","Female",0,-1,1,0,"2013-05-09 09:53:21","2013-05-10 10:01:06"
"7470",39,"M","Hispanic","25 - 45","Low","Male",4,-1,1,0,"2014-11-13 01:52:34","2014-11-14 09:14:17"
"7471",31,"M","African-American","25 - 45","Low","Male",1,-1,4,0,"2014-01-04 07:13:06","2014-01-05 08:45:51"
"7472",49,"F","African-American","Greater than 45","Low","Male",10,-1,3,1,"2013-04-23 12:27:58","2013-05-03 08:40:04"
"7473",40,"F","African-American","25 - 45","High","Male",16,-1,9,0,"2013-04-30 02:13:19","2014-10-28 06:23:51"
"7474",21,"F","African-American","Less than 25","High","Male",2,-1,9,0,"2013-08-27 05:04:38","2013-10-02 09:14:39"
"7475",39,"M","African-American","25 - 45","Low","Male",2,-1,3,0,"2014-07-08 01:23:24","2014-09-24 01:44:09"
"7476",32,"F","African-American","25 - 45","Medium","Male",7,0,7,0,"2014-11-14 12:41:41","2014-11-14 08:58:26"
"7477",26,"F","African-American","25 - 45","Medium","Female",5,-1,7,1,"2014-03-19 04:37:45","2014-03-20 10:04:33"
"7478",29,"F","Other","25 - 45","Low","Male",0,-1,2,0,"2013-11-11 02:32:59","2013-11-12 08:34:16"
"7479",61,"F","Hispanic","Greater than 45","Low","Male",0,-1,1,0,"2013-01-05 11:02:01","2013-01-06 01:15:02"
"7480",25,"F","Caucasian","25 - 45","High","Female",2,16,9,1,"2014-01-31 12:17:38","2014-02-01 09:34:23"
"7481",38,"F","Caucasian","25 - 45","Low","Male",5,-1,4,0,"2013-12-12 06:13:20","2013-12-13 08:38:01"
"7482",35,"M","Caucasian","25 - 45","Low","Male",2,-1,1,0,"2013-12-08 06:16:15","2013-12-09 01:38:42"
"7483",24,"F","African-American","Less than 25","Medium","Male",2,-1,6,0,"2013-05-28 06:50:36","2013-06-01 09:55:13"
"7484",55,"F","Other","Greater than 45","Low","Male",8,-1,1,1,"2013-02-20 08:27:19","2013-02-26 11:12:50"
"7485",32,"F","African-American","25 - 45","Low","Male",4,0,4,1,"2014-10-21 12:04:06","2014-12-05 11:33:35"
"7486",29,"F","Caucasian","25 - 45","Low","Male",1,-18,2,0,"2014-01-10 09:37:11","2014-01-13 07:58:10"
"7487",46,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2014-01-21 04:33:26","2014-01-21 08:51:18"
"7488",27,"M","African-American","25 - 45","Low","Female",0,-1,2,0,"2014-07-25 07:06:06","2014-07-26 01:21:40"
"7489",32,"F","African-American","25 - 45","Low","Male",6,-1,4,0,"2014-10-09 08:50:54","2014-10-10 02:43:06"
"7490",29,"F","African-American","25 - 45","Low","Male",0,-1,2,0,"2014-07-29 04:27:00","2014-07-30 09:23:53"
"7491",53,"M","Caucasian","Greater than 45","Medium","Male",1,-1,5,1,"2013-01-21 11:09:46","2013-01-22 08:54:01"
"7492",27,"F","Caucasian","25 - 45","Medium","Female",1,-1,5,1,"2014-09-28 11:52:36","2014-10-24 01:15:25"
"7493",29,"F","Caucasian","25 - 45","High","Male",4,-2,8,0,"2013-01-23 09:48:25","2013-01-24 02:08:07"
"7494",29,"F","African-American","25 - 45","Medium","Male",5,-1,6,0,"2014-06-14 10:18:36","2014-06-17 04:01:19"
"7495",40,"F","Caucasian","25 - 45","Low","Female",5,0,4,0,"2014-11-11 12:32:48","2014-11-23 01:47:49"
"7496",26,"F","Other","25 - 45","Low","Male",0,-1,1,1,"2013-10-19 02:44:06","2013-10-21 08:05:00"
"7497",23,"M","African-American","Less than 25","Low","Male",3,-1,2,1,"2013-03-06 09:22:35","2013-03-07 06:14:09"
"7498",43,"M","Hispanic","25 - 45","Low","Male",3,21,3,1,"2013-10-14 03:09:48","2013-10-16 09:20:39"
"7499",53,"F","African-American","Greater than 45","Low","Male",1,0,4,0,"2013-10-08 04:56:57","2013-10-08 08:49:32"
"7500",24,"M","Caucasian","Less than 25","Low","Male",1,-1,2,1,"2013-10-17 07:15:44","2013-10-18 08:16:42"
"7501",33,"F","African-American","25 - 45","High","Male",18,0,10,1,"2014-02-18 03:39:40","2014-02-19 07:33:32"
"7502",30,"F","African-American","25 - 45","Low","Female",1,-1,3,0,"2014-07-03 05:48:06","2014-07-07 01:21:35"
"7503",32,"M","African-American","25 - 45","Medium","Male",1,-1,6,1,"2014-12-01 11:57:48","2014-12-23 09:13:18"
"7504",38,"F","African-American","25 - 45","High","Female",7,0,10,1,"2013-01-19 03:02:43","2013-02-27 08:02:50"
"7505",40,"F","African-American","25 - 45","Medium","Male",20,-1,7,0,"2013-08-26 05:08:09","2013-08-27 06:56:09"
"7506",31,"M","African-American","25 - 45","Medium","Male",7,-1,6,0,"2014-08-23 02:03:10","2014-08-30 08:45:53"
"7507",36,"M","African-American","25 - 45","Low","Female",1,-1,1,0,"2013-03-03 09:45:21","2013-03-04 01:14:15"
"7508",34,"F","African-American","25 - 45","High","Male",16,-1,9,1,"2014-02-28 09:40:54","2014-03-01 09:49:28"
